1.11	0.09	-0.07	-285.14	-0.81	-12.67	0.54	0.17	-0.85	17.96
0.96	0.04	-0.19	-286.72	-64.93	45.61	0.54	-0.1	-1.04	17.96
1.1	-0.01	-0.08	-286.72	-20.21	70.8	0.53	-0.1	-0.67	17.7
0.85	0.11	-0.05	-286.72	15.2	13.6	0.53	0.18	-0.95	17.7
1.13	0	-0.11	-286.72	-51.77	74.6	0.53	-0.19	-0.74	17.43
0.86	0.02	0	-286.72	61.78	52.54	0.54	0.16	-0.98	17.43
1.19	0.16	-0.17	-286.72	-111.12	96	0.5	-0.05	-0.62	17.43
0.98	0.04	-0.02	-286.72	54.68	78.02	0.55	-0.15	-0.97	17.43
1	0.11	-0.18	-286.72	-60.99	162.79	0.54	0.16	-0.97	17.17
0.91	0.05	0.07	-286.72	67.12	42.88	0.48	0.16	-0.66	17.43
1.11	0.04	-0.19	-286.72	-37.11	186.63	0.5	-0.09	-0.62	17.43
0.93	0.05	0.06	-286.72	33.5	79.2	0.54	-0.2	-0.81	16.91
1.13	0.12	-0.26	-286.72	-51.07	182.95	0.55	-0.1	-1.03	16.91
0.84	0.13	0.1	-286.72	22.15	35.67	0.52	0.2	-0.98	16.65
1.09	-0.07	-0.18	-286.72	-10.74	252.59	0.51	0.2	-0.75	16.65
0.82	0.1	0.02	-286.72	-7.04	67.44	0.51	-0.01	-0.63	16.91
1.28	0.09	-0.19	-286.72	-24.06	152.34	0.54	-0.21	-0.85	16.65
1.03	0.04	0.02	-286.72	39.1	66.49	0.55	0.06	-1.03	16.65
1.04	0.13	-0.17	-286.72	-102.23	111.61	0.54	0.13	-0.72	16.39
0.85	-0.02	-0.01	-286.72	43.47	90.17	0.54	-0.2	-0.84	16.39
0.96	0.15	-0.1	-286.72	-51.28	55.14	0.54	0.16	-0.96	16.65
0.95	-0.02	-0.1	-286.72	28.81	95.46	0.51	-0.13	-0.65	16.39
0.99	0.08	0	-286.72	-22.46	11.86	0.53	0.06	-1.06	16.39
1	0.03	-0.16	-286.72	-55.38	110.07	0.51	-0.12	-0.64	16.13
0.99	-0.03	-0.06	-286.72	22.75	58.78	0.54	0.16	-0.97	16.13
1.01	-0.01	-0.05	-286.72	5.16	62.46	0.53	-0.23	-0.89	16.13
0.97	0	0	-286.72	26.35	31.34	0.49	0.1	-0.63	16.13
1.03	0.08	-0.09	-286.72	-55.98	-9.66	0.47	0.18	-1.1	16.13
1.01	0.01	-0.2	-286.72	-31.47	62.16	0.46	-0.27	-1.04	15.87
0.93	-0.07	-0.12	-274.03	-6.11	62.37	0.46	-0.17	-0.62	16.13
1.1	-0.01	-0.03	-178.5	21.38	33.11	0.5	0.08	-0.62	15.61
1.02	0.02	-0.01	-128.86	48.65	14.22	0.52	0.19	-0.74	15.87
1.08	-0.01	0	-87.35	28.69	-1.4	0.53	0.2	-0.84	15.87
0.97	-0.02	0	-30.42	35.04	8.36	0.54	0.18	-0.9	15.61
1.1	-0.01	-0.02	21.99	2.44	6.55	0.53	0.2	-0.92	15.87
0.96	-0.04	-0.06	73.61	20.81	10.55	0.5	0.24	-0.87	15.61
1.01	-0.01	-0.08	116.65	20.02	17.54	0.47	0.25	-0.74	15.87
0.85	-0.04	-0.11	177.79	-17.87	47.36	0.47	0.08	-0.6	15.61
1.13	-0.03	-0.2	257.23	-36.68	0.99	0.48	-0.22	-0.69	15.61
0.97	0.01	-0.14	259.66	-63.24	-61.99	0.51	-0.17	-1.06	15.61
1.09	0.08	-0.16	283.63	3.52	-61.57	0.49	0.23	-1.02	15.61
0.85	0.05	-0.15	286.68	-4.73	-31.36	0.47	0.12	-0.61	15.35
1.01	0.06	-0.08	286.68	36.65	-52.78	0.49	-0.26	-0.8	15.35
1.12	0	-0.04	286.68	23.3	-6.1	0.54	0.01	-1.06	15.61
1.01	-0.03	-0.19	286.68	-33.89	-7.09	0.53	0.13	-0.71	15.61
1.04	0.07	-0.09	286.68	1.9	-85.86	0.55	-0.19	-0.85	15.35
1.04	0.12	-0.05	286.68	45.53	-63.02	0.55	0.17	-0.93	15.09
0.84	0.01	-0.05	286.68	10.38	-56.65	0.52	-0.13	-0.66	15.35
1.03	0.02	-0.02	286.68	-7.49	-57.29	0.52	0.05	-1.09	15.35
0.95	0.03	-0.1	286.68	36.48	-69.04	0.44	0	-0.56	15.35
0.95	0.07	-0.08	286.68	24.21	-45.91	0.48	-0.09	-1.15	15.09
1.1	0	-0.05	286.68	15.53	-63.02	0.43	0.12	-0.57	15.35
0.88	0.03	-0.09	286.68	-0.09	-119.95	0.52	-0.05	-1.08	15.09
1.33	0.06	0	286.68	86.12	-33.48	0.51	-0.05	-0.64	15.09
1	0.05	-0.09	286.68	-21.02	-85.99	0.55	0.11	-1	15.35
1.11	0.06	-0.11	286.68	57.63	-74.29	0.51	-0.2	-0.72	15.09
0.94	-0.01	-0.04	286.68	-4.38	-63.65	0.51	0.23	-0.89	15.35
0.91	0.13	-0.09	286.68	32.63	-87.77	0.5	-0.27	-0.88	15.09
0.82	0.02	-0.07	286.68	12.96	8.56	0.52	0.19	-0.75	15.09
1.08	0.09	-0.11	286.68	-18.33	-131.77	0.55	-0.14	-0.98	15.09
1.09	0.01	-0.07	286.68	39.29	-5.22	0.55	0.04	-0.7	15.09
1.11	0.03	-0.04	286.68	39.11	-78.1	0.59	-0.06	-0.85	14.83
1.17	-0.02	-0.18	286.68	-50.02	-36.63	0.58	0.04	-0.93	15.09
1.2	0.1	-0.12	286.68	41.98	-75.69	0.53	0.04	-0.66	14.83
1.09	0.04	-0.11	286.68	30.97	-25.28	0.53	-0.21	-0.89	14.83
1.04	0.02	-0.04	286.68	38.12	-2.27	0.53	0.11	-1.04	15.09
0.95	-0.02	-0.05	244.95	14.79	15.77	0.52	0.19	-0.73	14.83
1.02	-0.01	-0.04	169.02	-26.77	1.91	0.52	-0.02	-0.64	14.83
0.92	-0.01	-0.04	95.67	-12.92	13.31	0.52	-0.16	-0.69	15.09
0.98	0.03	-0.14	24.49	-31.41	-0.09	0.54	-0.19	-0.79	14.83
1	-0.18	-0.1	-39.45	-47.11	19.67	0.53	-0.22	-0.81	15.09
0.97	0.02	-0.11	-134.37	-21.59	3.26	0.52	-0.18	-0.7	14.83
1.04	0.02	-0.16	-189.02	-48.71	14.81	0.52	0.04	-0.64	14.57
1.03	0	-0.13	-278.06	-50.36	61.67	0.54	0.18	-0.91	14.83
1.09	0	-0.09	-286.72	20.6	71.22	0.54	-0.17	-0.99	14.83
0.95	0	-0.04	-286.72	11.14	41.8	0.5	0.01	-0.61	14.57
1.02	0.02	0	-286.72	21.06	33.01	0.51	0.19	-0.99	14.57
1.03	0.05	-0.13	-286.72	-42.37	50.35	0.51	-0.26	-0.81	14.83
0.99	-0.01	-0.07	-286.72	19	103.93	0.5	0.23	-0.74	14.57
1.14	0.15	-0.08	-286.72	0.28	36.63	0.5	-0.21	-1.03	14.57
0.99	0.02	-0.13	-286.72	-42.12	97.4	0.47	0.17	-0.65	14.57
1.01	0.06	-0.09	-286.72	45.96	42.75	0.53	-0.11	-1.05	14.57
1.07	0.05	-0.09	-286.72	-62.76	50.9	0.54	0.09	-0.67	14.3
0.98	-0.02	-0.1	-286.72	9.94	112.84	0.56	-0.08	-1	14.57
1.05	0.03	-0.03	-286.72	36.15	3.82	0.52	0.11	-0.65	14.57
1.02	0.1	-0.13	-286.72	-52.32	38.46	0.53	-0.03	-1.08	14.57
1.11	-0.01	-0.14	-286.72	-17.51	86.81	0.49	-0.09	-0.6	14.57
0.99	0	-0.05	-286.72	19.53	49.95	0.51	0.21	-1.02	14.57
0.97	0.06	-0.06	-286.72	-9.15	49.21	0.47	-0.31	-0.85	14.3
1.01	0.1	-0.17	-286.72	-53.97	50.07	0.46	0.14	-0.61	14.3
0.97	-0.01	-0.09	-286.72	11.32	91.96	0.54	0.1	-1.04	14.3
1.1	-0.01	0	-286.72	68.56	60.52	0.52	-0.25	-0.85	14.3
0.97	0.05	-0.02	-286.72	36.89	12.65	0.49	0.05	-0.6	14.3
0.97	0.07	-0.08	-276.53	-0.99	16.92	0.52	0.22	-0.88	14.3
1.15	0.08	-0.11	-244.74	-48.17	-6.14	0.52	0.05	-1.1	14.3
0.99	-0.05	-0.12	-201.1	-62.42	51.17	0.51	-0.19	-1.05	14.3
0.86	-0.01	-0.09	-185.76	-0.04	54.8	0.49	-0.27	-0.81	14.3
0.98	0.01	-0.11	-192.24	20.17	14.75	0.5	-0.08	-0.61	14.3
1.09	-0.02	-0.06	-159.11	19.46	2.21	0.51	0.18	-0.69	14.3
0.85	0.01	-0.08	-69.23	16.9	39.58	0.52	0.21	-0.82	14.3
1.09	-0.03	-0.06	4.17	28.88	18.79	0.53	0.21	-0.83	14.3
0.93	-0.03	-0.09	82.75	20.82	13.15	0.52	0.21	-0.77	14.57
1.01	0	-0.1	175.13	28.63	19.73	0.52	0.08	-0.64	14.04
1.05	0.03	-0.07	227.95	35.83	3.82	0.52	-0.14	-0.67	14.3
0.91	0	-0.1	210.94	-14.67	8.41	0.54	-0.2	-0.9	14.3
0.98	-0.01	-0.11	211.95	-32.08	-18.58	0.55	-0.04	-1.03	14.04
0.9	0	-0.11	225.93	-12.96	-46.74	0.52	0.2	-0.94	14.04
0.89	0.08	-0.14	260.97	16.2	-57.79	0.51	0.15	-0.67	14.3
1.15	0.04	-0.06	285.45	74.2	-44.85	0.49	-0.17	-0.65	14.04
0.91	0.01	0.02	283.66	61.98	-15.82	0.53	-0.21	-0.97	14.04
1.23	0.06	-0.11	286.68	-3.65	-6.47	0.53	0.11	-1.06	14.04
1.01	0.01	-0.12	286.68	-23.58	-16.97	0.51	0.18	-0.71	14.3
0.99	-0.01	-0.15	286.68	-21.88	-23.62	0.52	-0.21	-0.75	14.04
0.9	0	-0.05	286.68	16.6	-76.01	0.55	0.03	-1.04	14.04
1.09	0.06	-0.1	286.68	49.38	-55.13	0.52	0.12	-0.67	14.04
0.92	0.05	-0.13	286.68	13.68	-56.34	0.55	-0.2	-0.84	14.04
0.98	0	-0.04	286.68	24.71	17.52	0.57	0.02	-0.99	14.3
1.01	0.02	-0.13	286.68	-8.14	-50.4	0.54	0.13	-0.71	14.3
0.88	0.06	-0.13	286.68	40.34	-59.32	0.53	-0.17	-0.72	14.04
0.98	-0.03	-0.02	286.68	10.99	-24.62	0.53	-0.04	-1.07	14.04
0.89	-0.01	-0.12	286.68	5.41	6.89	0.53	0.19	-0.76	14.3
1.07	0.15	-0.18	286.68	-13.27	-61.07	0.53	-0.17	-0.7	14.04
0.85	0.08	-0.05	286.68	52.65	-58.06	0.56	-0.06	-1.03	14.3
0.91	-0.06	-0.06	286.68	30.66	32.03	0.56	0.17	-0.86	14.3
1.02	0.01	-0.2	286.68	-31.67	-12.24	0.54	0.02	-0.67	14.04
1.04	0.11	-0.12	237.64	-1.16	-69.61	0.56	-0.16	-0.77	14.3
1.18	0.01	-0.05	199.21	8.9	-37.69	0.57	-0.12	-0.95	14.04
0.9	-0.04	0	189.2	40	15.3	0.56	0.03	-1.01	14.3
1.13	-0.05	-0.1	187.93	6.62	10.88	0.55	0.17	-0.94	14.04
0.93	-0.01	-0.13	145.29	-3.61	3.6	0.51	0.21	-0.85	14.32
0.11	0.14	-1.03	-20.11	-0.79	0.42	0.36	0.1	-0.52	14.83
0.11	0.1	-1.03	-1.02	0.08	2.63	0.36	0.11	-0.5	14.83
0.11	0.1	-1.02	2.53	0.31	3.64	0.36	0.11	-0.51	14.57
0.11	0.09	-1.02	0.67	0.03	3.11	0.36	0.11	-0.52	14.83
0.11	0.1	-1.02	0.65	0.16	3.1	0.36	0.11	-0.52	15.09
0.12	0.09	-1.01	4.21	0.52	3.5	0.36	0.11	-0.51	14.83
0.11	0.08	-1.02	6.25	0.5	4.02	0.37	0.1	-0.52	14.83
0.12	0.09	-1.02	7.03	0.73	3.7	0.36	0.09	-0.51	14.83
0.11	0.11	-1.02	1.63	0.45	3.42	0.36	0.09	-0.52	14.83
0.11	0.11	-1.01	-2.55	-0.03	2.77	0.35	0.1	-0.52	14.83
0.12	0.1	-1.01	4.34	0.13	3.73	0.36	0.11	-0.51	14.83
0.12	0.08	-1.01	0.12	0.31	2.82	0.35	0.1	-0.52	14.83
0.11	0.09	-1.01	5.21	0.69	3.8	0.36	0.11	-0.52	14.57
0.11	0.1	-1.01	3.4	0.47	3.42	0.36	0.11	-0.51	14.83
0.12	0.1	-1.01	1.5	0.33	3.23	0.36	0.11	-0.52	14.83
0.11	0.1	-1.01	0.51	0.2	2.98	0.35	0.11	-0.52	14.83
0.12	0.09	-1.01	1.13	0.14	3.1	0.36	0.11	-0.52	15.09
0.11	0.09	-1.01	0.41	0.39	3.1	0.36	0.11	-0.51	15.09
0.12	0.09	-1.01	3.89	0.35	3.63	0.36	0.1	-0.53	14.83
0.12	0.1	-1.01	0.7	0.12	2.98	0.35	0.1	-0.52	15.09
0.11	0.09	-1.01	2.14	0.25	3.19	0.36	0.1	-0.52	15.09
0.11	0.09	-1.01	0.74	0.1	3.27	0.36	0.1	-0.53	15.09
0.11	0.1	-1.01	-3.43	0.03	2.63	0.36	0.1	-0.52	15.09
0.11	0.07	-1.02	-2.69	-0.02	2.8	0.36	0.11	-0.52	15.09
0.11	0.07	-1.01	-0.67	0.2	2.93	0.35	0.11	-0.52	15.35
0.11	0.09	-1.01	0.84	0.17	3.08	0.36	0.11	-0.52	15.35
0.12	0.09	-1.01	0.71	0.18	2.99	0.36	0.1	-0.53	15.09
0.12	0.09	-1.01	0.43	0.09	3.04	0.36	0.1	-0.53	15.09
0.11	0.08	-1.02	0.51	0.24	3.26	0.36	0.09	-0.52	15.09
0.11	0.09	-1	0.48	0.08	2.85	0.36	0.1	-0.51	15.09
0.11	0.09	-1.01	0.31	0.19	2.84	0.36	0.11	-0.51	15.09
0.11	0.09	-1.01	0.95	0.14	2.99	0.36	0.11	-0.51	15.09
0.12	0.08	-1.01	0.7	0.11	3.12	0.36	0.11	-0.53	15.35
0.11	0.09	-1.01	0.53	0.09	3.19	0.36	0.11	-0.53	15.09
0.11	0.09	-1.01	0.61	0.14	2.97	0.36	0.11	-0.52	15.09
0.11	0.09	-1	0.41	0.24	3.05	0.36	0.11	-0.52	15.35
0.12	0.08	-1.01	0.57	0.37	3.16	0.35	0.11	-0.53	15.35
0.11	0.09	-1.01	0.62	0.22	3.05	0.35	0.1	-0.53	15.09
0.11	0.08	-1.01	0.54	0.3	3.08	0.35	0.1	-0.53	15.09
0.11	0.09	-1.01	0.57	0.17	3.09	0.36	0.11	-0.53	15.09
0.11	0.09	-1.01	1.3	-0.05	3.19	0.36	0.1	-0.53	15.09
0.12	0.09	-1	-0.08	0.07	3.12	0.36	0.1	-0.52	15.35
0.11	0.09	-1.01	0.49	-0.01	2.94	0.36	0.1	-0.54	15.09
0.1	0.09	-1.01	0.74	0.37	3.06	0.36	0.1	-0.53	15.09
0.11	0.09	-1.01	1.01	0.23	3.13	0.36	0.11	-0.53	15.35
0.12	0.08	-1.01	0.59	0.28	3.1	0.36	0.11	-0.52	15.35
0.11	0.09	-1.01	0.39	0.39	3.24	0.37	0.1	-0.52	15.09
0.11	0.09	-1.01	0.19	-0.05	3.18	0.36	0.1	-0.52	15.35
0.11	0.1	-1	0.25	0.09	3	0.36	0.1	-0.53	15.09
0.12	0.09	-1.01	1.12	0.24	2.98	0.36	0.1	-0.53	15.35
0.12	0.09	-1.02	0.26	0.14	3.22	0.36	0.11	-0.53	15.35
0.12	0.09	-1.01	0.47	0.05	2.91	0.36	0.1	-0.52	15.35
0.11	0.08	-1.01	0.5	0.18	2.94	0.36	0.1	-0.52	15.35
0.12	0.09	-1.01	0.67	0.25	3.01	0.36	0.1	-0.51	15.35
0.11	0.09	-1.01	0.88	0.26	3.25	0.36	0.1	-0.52	15.09
0.12	0.08	-1.01	0.6	0.42	3.18	0.36	0.1	-0.51	15.61
0.12	0.09	-1.01	0.92	0.35	3	0.36	0.11	-0.52	15.61
0.12	0.09	-1.01	0.53	0.38	3.05	0.36	0.1	-0.53	15.35
0.11	0.09	-1.01	0.52	0.25	3.29	0.36	0.11	-0.52	15.35
0.11	0.09	-1	0.6	0.22	2.89	0.36	0.1	-0.52	15.35
0.11	0.09	-1.01	0.52	0.05	3.04	0.37	0.11	-0.52	15.35
0.11	0.09	-1.01	0.77	-0.01	2.88	0.36	0.11	-0.52	15.35
0.11	0.09	-1.01	0.68	0.15	3.07	0.36	0.11	-0.52	15.35
0.11	0.1	-1.02	0.54	0.11	2.89	0.36	0.11	-0.51	15.61
0.11	0.08	-1.01	0.58	0.19	3.08	0.36	0.1	-0.52	15.61
0.11	0.08	-1.02	0.41	0.21	3.42	0.36	0.11	-0.53	15.35
0.12	0.09	-1.01	0.75	0.45	3	0.36	0.11	-0.52	15.35
0.11	0.09	-1.02	0.67	0.1	3.12	0.37	0.11	-0.53	15.61
0.12	0.08	-1.01	0.45	0.11	2.98	0.36	0.11	-0.53	15.35
0.12	0.08	-1.02	0.42	0.21	2.97	0.36	0.1	-0.53	15.35
0.12	0.1	-1.01	0.46	0.12	2.96	0.36	0.11	-0.52	15.35
0.12	0.08	-1.01	0.79	0.24	3	0.36	0.1	-0.52	15.61
0.11	0.08	-1.02	0.5	0.31	2.91	0.36	0.11	-0.53	15.35
0.12	0.09	-1.01	0.38	0.23	2.78	0.36	0.1	-0.52	15.61
0.11	0.08	-1.01	0.44	0.27	3	0.36	0.1	-0.53	15.61
0.11	0.09	-1.01	0.52	0.24	2.98	0.36	0.11	-0.53	15.61
0.11	0.08	-1.01	0.47	0	3.04	0.36	0.1	-0.52	15.61
0.12	0.09	-1.01	0.55	0.01	3.23	0.36	0.11	-0.52	15.87
0.12	0.08	-1.01	0.64	-0.04	3.18	0.35	0.11	-0.53	15.61
0.12	0.09	-1.01	0.47	0.31	2.9	0.36	0.1	-0.52	15.61
0.11	0.08	-1.01	0.47	-0.03	2.95	0.36	0.1	-0.52	15.61
0.11	0.08	-1.01	0.68	0.17	3.05	0.35	0.11	-0.53	15.61
0.11	0.08	-1.01	0.33	0.18	2.95	0.36	0.11	-0.53	15.61
0.12	0.09	-1.01	0.36	0.23	3.11	0.36	0.1	-0.53	15.87
0.12	0.08	-1.01	0.32	0.26	3.05	0.36	0.1	-0.53	15.35
0.11	0.09	-1.01	0.67	0.24	2.98	0.36	0.11	-0.52	15.61
0.11	0.09	-1.01	0.79	0.03	2.89	0.36	0.1	-0.53	15.61
0.11	0.09	-1.01	0.68	0.18	3	0.36	0.1	-0.52	15.61
0.12	0.09	-1	0.6	0.42	2.91	0.36	0.1	-0.52	15.61
0.12	0.09	-1.01	0.53	0.31	2.9	0.36	0.1	-0.52	15.61
0.12	0.09	-1.01	0.39	0.47	2.93	0.35	0.1	-0.52	15.87
0.11	0.09	-1	0.51	0.31	3.12	0.36	0.1	-0.51	15.61
0.11	0.08	-1	0.32	0.16	3.05	0.36	0.1	-0.53	15.87
0.12	0.08	-1.02	0.36	-0.05	2.99	0.36	0.1	-0.52	15.87
0.11	0.08	-1.01	0.64	0.07	3	0.36	0.11	-0.53	15.87
0.11	0.08	-1.02	0.32	0.37	3	0.36	0.11	-0.52	15.87
0.12	0.08	-1.01	0.31	0.18	2.98	0.35	0.1	-0.53	15.87
0.1	0.09	-1.01	0.63	0.17	3.1	0.36	0.1	-0.53	15.61
0.12	0.09	-1.01	0.74	0.48	3.03	0.36	0.1	-0.53	15.61
0.12	0.08	-1.01	0.57	0.09	2.95	0.36	0.11	-0.52	15.87
