-0.92	-0.01	0.2	43.99	-36.4	66.01	-0.06	-0.06	0.12	-12.3			
-0.96	0	0.14	53.24	-12.18	-6.59	-0.05	-0.07	0.1	-17.26			
-0.85	-0.09	0.11	81.04	5.85	16.87	-0.08	-0.07	0.09	-20.65			
-0.84	-0.03	0.01	-22.26	-57.46	-5.38	-0.09	-0.08	0.15	-7.87			
-1.09	0.08	0.2	-35.47	0.8	-10.66	-0.11	-0.04	0.2	-9.96			
-1.03	0.04	0.12	-21.19	32	-42.54	-0.13	0.08	0.21	-21.17			
-0.84	0.32	0.04	-81.71	-4.12	6.37	-0.09	0.15	0.18	-23.52			
-1.11	0.23	0.02	-29.37	-44.73	-10.22	-0.07	0.12	0.12	-12.3			
-0.93	0.08	0.1	21.22	6.95	-2.01	-0.07	0.05	0.08	-11			
-0.79	0.75	-0.45	-45.91	24.78	14.03	-0.1	0.03	0.1	-21.43			
-1.05	0.11	0.11	13.82	-1.65	28.25	-0.13	0.05	0.12	-12.57			
-0.96	0.18	0	-2.84	-25.41	-30.7	-0.14	0.05	0.14	-4.74			
-1.12	0.12	-0.05	54.24	-18.55	17.33	-0.13	0.02	0.16	-6.3			
-0.85	0.12	0.01	145.86	16.13	-13.9	-0.13	-0.07	0.09	-10.48			
-1.01	0.15	0.09	16.73	-30	-43.52	-0.1	-0.11	0.08	-13.09			
-0.88	0.22	0.19	158.35	-5.43	-0.11	-0.12	-0.12	-0.02	-14.91			
-0.95	0.33	0.18	151.74	-14.6	-6.09	-0.14	-0.11	-0.09	-17			
-0.82	0.08	-0.17	104.22	31.18	18.05	-0.14	-0.06	-0.21	-18.04			
-1.07	-0.06	0.18	183.66	-69.64	-29.2	-0.21	0.11	-0.23	-16.48			
-0.92	0.21	0.13	7.37	23.07	17.49	-0.22	0.19	-0.22	-18.57			
-1	-0.07	0.11	-37.37	-7.9	2.59	-0.21	0.16	-0.24	-18.3			
-0.99	-0.06	0.21	-55.24	-11.67	27.18	-0.21	0.14	-0.24	-10.22			
-0.98	-0.14	0.12	-32.91	-9.35	-4.07	-0.21	0.1	-0.24	-15.17			
-0.85	-0.17	0.17	14.7	0.97	-24.39	-0.21	0.06	-0.26	-14.65			
-1.13	0.17	0.11	7.71	3.63	13.98	-0.22	0.08	-0.26	-14.13			
-0.92	0.13	0.11	-48.59	-33.63	21.91	-0.25	0.07	-0.23	-14.91			
-1.04	0.15	0.11	-74.44	-16.98	-20.36	-0.27	-0.01	-0.15	-15.17			
-1.13	-0.15	0.08	-100.33	3.66	-6.13	-0.25	-0.08	-0.09	-16.22			
-0.96	-0.21	-0.11	-6.31	24.76	-33.45	-0.22	-0.13	-0.04	-18.3			
-0.84	0.1	-0.02	10.96	9.14	49.98	-0.23	-0.1	-0.11	-17.78			
-1.1	0.13	-0.02	31.46	-5.36	-23.75	-0.24	-0.09	-0.13	-17.52			
-1.04	-0.14	0.09	-4.22	-14.07	-0.33	-0.24	-0.09	-0.13	-17.52			
-0.91	-0.02	0.03	45.44	-9.68	-25.66	-0.25	-0.1	-0.14	-17.26			
-1.09	0.06	0.01	53.91	9.01	17.03	-0.25	-0.05	-0.2	-16.74			
-0.84	0.07	0.18	36.51	7.37	11.05	-0.27	0.02	-0.21	-17			
-1.26	-0.28	0.24	-3.64	-13.21	20.47	-0.27	0.05	-0.24	-17.26			
-0.68	0.01	0	23.02	-16.27	-19.39	-0.29	0.05	-0.21	-17.26			
-1.19	-0.16	-0.05	33.78	5.77	10.91	-0.29	0.08	-0.21	-17.52			
-0.81	0	-0.12	17.44	2.15	-13.54	-0.29	0.09	-0.22	-17.26			
-1.1	0.2	-0.14	-63.53	-14.47	-5.96	-0.29	0.06	-0.2	-16.74			
-1.08	-0.27	0.35	-86.07	49.51	-4.6	-0.26	-0.05	-0.2	-16.48			
-0.85	0.06	0.18	-169.46	36.08	9.67	-0.24	-0.12	-0.09	-16.74			
-1.1	0.15	0.44	-1.69	36.86	-21.11	-0.22	-0.15	-0.08	-16.74			
-0.81	0.16	0.16	23.68	6.88	20.34	-0.19	-0.17	-0.11	-15.17			
-1.05	0.08	0.47	25.4	-19.42	54.78	-0.27	-0.08	-0.1	-20.91			
-0.45	-0.35	0.24	-13.59	-17.76	63.09	-0.28	-0.07	-0.12	-26.39			
-1.05	-0.32	0.16	29.87	-18.37	19.22	-0.3	-0.05	-0.1	-21.17			
-0.85	0.03	0.12	-5.84	-23.85	-49.72	-0.24	-0.14	-0.07	-6.83			
-0.86	0.23	0.06	-24.49	-27.61	10.27	-0.21	-0.17	0	-3.7			
-0.94	0.27	0.1	-66.32	10.22	-11.79	-0.23	-0.15	0.04	-3.7			
-0.9	0.15	0.31	12.32	12.29	22.34	-0.25	-0.09	0.12	-8.13			
-0.95	0.07	-0.04	46.59	62.97	49.2	-0.3	-0.05	0.02	-19.87			
-0.82	-0.16	0.24	53.85	14.03	28.16	-0.3	-0.06	-0.09	-23.78			
-1.15	-0.28	0.14	11.59	-25.54	15.7	-0.28	-0.08	-0.09	-12.04			
-1.07	0.1	0.2	8.77	8.09	23.13	-0.29	-0.05	-0.09	-14.65			
-0.66	-0.11	-0.12	-12.67	24.43	14.88	-0.31	-0.03	-0.14	-18.3			
-1.18	-0.32	0.13	26.95	-5.51	-4.04	-0.3	-0.05	-0.13	-7.09			
-1	-0.13	0.09	-29.45	39.2	-8.83	-0.26	-0.07	-0.17	-5.52			
-0.92	0	0.15	15.78	-30.51	24.24	-0.29	-0.05	-0.15	-9.96			
-0.98	-0.1	0.3	-94.03	10.85	-10.68	-0.28	-0.07	-0.12	-15.43			
-0.69	-0.17	0.23	-113.02	-21.67	18.72	-0.3	-0.07	0	-21.7			
-1.17	-0.23	0.27	-50.05	36.02	-36.16	-0.28	-0.08	0.04	-17.78			
-0.68	0.06	0.1	-30.06	18.2	-21.83	-0.24	-0.13	0.05	-5.26			
-0.79	-0.2	0.01	-34.43	-38.51	84.82	-0.28	-0.08	0.09	-15.17			
-1.08	0.11	0.25	1.02	27.49	9.02	-0.29	-0.03	0.12	-15.96			
-0.77	0.02	0.01	-14.85	22.71	-7.14	-0.28	-0.03	0.13	-10.74			
-1.09	0.12	0.39	-65.25	12.07	-6.96	-0.29	-0.06	0.09	-15.17			
-0.84	-0.12	0.08	99.39	-8.13	-3.85	-0.29	-0.08	-0.05	-17.52			
-0.95	-0.04	-0.14	45.19	-30.04	22.99	-0.31	-0.05	-0.06	-10.48			
-1.16	-0.03	0.24	37.23	-33.87	0.2	-0.3	-0.05	-0.1	-20.13			
-0.75	-0.17	0.07	0.48	-28.56	18.16	-0.3	-0.04	-0.09	-20.39			
-0.99	-0.17	0	14.53	6.05	-4.49	-0.31	-0.05	-0.08	-7.61			
-1.01	-0.15	-0.02	-10.73	55.81	-15.07	-0.27	-0.08	-0.14	-3.96			
-0.96	-0.01	0.07	45.25	-8.78	-6.32	-0.26	-0.08	-0.15	-7.61			
-0.92	0.05	-0.03	53.33	-22.9	10.96	-0.29	-0.05	-0.14	-12.04			
-1.02	-0.05	0.14	-11.27	29.04	-0.88	-0.3	-0.02	-0.18	-15.17			
-1.08	-0.03	-0.17	38.53	-0.05	15.5	-0.3	0	-0.2	-16.74			
-0.94	-0.04	0.19	-26.01	4.87	19.37	-0.32	0.03	-0.17	-17.52			
-0.82	-0.27	-0.25	44.9	-16.14	13.76	-0.32	0.02	-0.16	-19.09			
-0.92	-0.49	-0.37	-61.61	-45.93	30.16	-0.32	0	-0.1	-20.65			
-0.78	-0.13	0.51	-15.39	17.85	9.98	-0.33	0.02	-0.1	-18.57			
-1.01	-0.36	-0.19	9.47	-9.5	29.83	-0.33	0.02	-0.1	-16.48			
-1.11	-0.43	0.08	18.72	-1.44	-1.4	-0.33	0.03	-0.13	-14.65			
-0.9	-0.08	-0.09	67.66	-43.11	-5.87	-0.33	0.02	-0.14	-14.39			
-1.23	-0.17	-0.04	-27.87	-2.79	-6.08	-0.34	0.02	-0.04	-15.7			
-0.81	-0.03	0	19.38	14.09	-2.85	-0.33	0.02	-0.13	-14.91			
-0.97	-0.16	-0.05	-29.55	10.86	-19.63	-0.31	-0.02	-0.12	-14.91			
-0.91	-0.28	0.23	28.59	0.7	-7.8	-0.28	-0.04	-0.19	-13.61			
-0.99	-0.08	0.13	-24.34	2.8	-36.06	-0.26	-0.09	-0.18	-12.83			
-0.96	0.14	0.16	52.69	10.45	26.46	-0.27	-0.07	-0.18	-13.35			
-0.89	-0.02	0.09	-19.41	35.21	-3.61	-0.26	-0.08	-0.21	-14.65			
-0.96	0.02	0.41	-37.97	-17.35	20.72	-0.26	-0.07	-0.2	-15.96			
-0.9	-0.13	0.27	30.08	30.74	7.97	-0.27	-0.05	-0.22	-19.35			
-0.83	-0.63	0.53	-14.29	-55.97	2.08	-0.3	0.01	-0.2	-24.04			
-1.09	0.13	0.19	-0.25	1.81	11.8	-0.33	0.05	-0.17	-19.61			
-0.78	-0.19	0.2	87.02	-9.8	1.53	-0.33	0.03	-0.13	-16.74			
-1.39	-0.19	-0.28	-2.79	-23.96	2.84	-0.34	0.02	-0.07	-15.96			
-0.79	-0.14	-0.1	-31.18	-35.18	16.95	-0.35	0.04	-0.08	-14.13			
-0.98	-0.22	-0.31	-0.11	-2.23	3.68	-0.34	0.02	-0.08	-15.43			
-0.9	-0.18	0.03	-12.76	58.59	-30.83	-0.32	-0.02	-0.11	-14.91			
-0.94	-0.07	-0.08	-0.77	-27.9	8.87	-0.32	-0.01	-0.12	-16.22			
-0.96	-0.23	-0.1	21.2	-2.28	10.59	-0.33	-0.01	-0.11	-17.26			
-0.91	-0.12	0.08	19.4	21.75	0.28	-0.32	-0.01	-0.17	-16.22			
-1.02	-0.14	-0.1	18.34	49.67	-14.46	-0.3	0	-0.2	-9.17			
-1.09	-0.2	0.3	12.46	-5.26	33.99	-0.31	0.04	-0.22	-8.91			
-1.29	-0.11	0.17	-65.65	27.61	-72.76	-0.24	-0.05	-0.26	-11.26			
-0.52	0.35	0.48	-108.98	26.97	-3.08	-0.17	-0.2	-0.13	-14.13			
-0.85	0.13	0.24	5.35	-10.73	-29.35	-0.15	-0.22	-0.11	-15.96			
-1.01	0.5	0.43	-29.99	8.65	-4.67	-0.14	-0.22	-0.09	-16.22			
-0.79	0.38	0.29	65.1	-19.73	55.04	-0.2	-0.19	-0.1	-16.48			
-1.06	-0.04	0.13	139.91	-38.85	7.43	-0.3	-0.04	-0.17	-16.74			
-1	-0.28	0.36	102.37	-28.75	20.25	-0.3	0.06	-0.25	-17			
-1.02	-0.15	0.02	-1.7	67.77	-15.65	-0.29	0.16	-0.27	-16.74			
-1.26	-0.17	0.5	-55.47	0.04	2.76	-0.25	0.1	-0.31	-17			
-0.56	-0.19	0.07	-23.59	-21.95	11.23	-0.3	0.06	-0.25	-17.52			
-1.19	-0.38	0.31	46.87	11.83	9.84	-0.27	0.08	-0.27	-17			
-0.71	-0.24	0.11	29.42	-19.54	4.35	-0.3	0.11	-0.25	-17			
-0.96	-0.04	-0.09	-18.72	27.26	-12.93	-0.29	0.11	-0.26	-16.48			
-0.83	-0.32	0.2	-5.36	-15.64	24.32	-0.29	0.1	-0.27	-16.48			
-0.83	-0.11	0.1	5.12	-6.13	-16.62	-0.3	0.08	-0.25	-16.74			
-1.37	-0.5	0.41	-30.44	-18.85	-7.32	-0.28	0.09	-0.28	-16.74			
-0.61	-0.15	0.05	25.54	30.97	-10.5	-0.29	0.12	-0.27	-16.74			
-1.31	-0.13	0.27	0.33	15.81	0.77	-0.25	0.13	-0.32	-16.74			
-0.59	-0.13	0.25	-38.11	-22.95	22.22	-0.28	0.11	-0.28	-17			
-1.16	-0.16	0.21	-17.38	-16.77	-37.96	-0.3	0.06	-0.23	-17.52			
-1.08	-0.48	0.18	21.23	-47.45	4.47	-0.32	0.07	-0.21	-16.74			
-0.83	-0.11	0.01	53.98	27.42	-39.37	-0.32	0.08	-0.21	-16.74			
-1.04	0.13	-0.08	116.02	3.89	6.63	-0.32	0.08	-0.22	-16.74			
-0.87	-0.11	-0.19	110.53	-22.27	69.45	-0.32	0.24	-0.19	-16.74			
-0.77	-0.06	0.09	127.1	81.93	15.84	-0.27	0.35	-0.06	-16.74			
-0.87	-0.13	-0.49	58.77	-22.84	18.76	-0.26	0.37	-0.04	-16.48			
-0.92	0.19	-0.04	-51.51	7.02	1.74	-0.26	0.37	-0.03	-16.74			
-1.2	-0.24	0.26	-113.36	-28.84	-13.42	-0.25	0.36	-0.12	-16.74			
-0.54	-0.62	-0.15	36.26	-27.91	26.76	-0.27	0.34	-0.1	-16.74			
-1.48	-0.43	-0.24	-14.82	38.61	-1.06	-0.24	0.37	-0.16	-16.74			
-0.68	-0.02	-0.15	-42.6	-21.42	-1.78	-0.24	0.37	-0.14	-17			
-0.98	-0.3	0.03	-86.96	-52.18	-1.68	-0.27	0.3	-0.2	-16.74			
-0.95	-0.3	-0.07	-47.81	-15.05	-9.53	-0.31	0.24	-0.21	-16.22			
-0.9	-0.35	-0.11	-30.9	-59.5	15.45	-0.33	0.2	-0.17	-16.22			
-1.29	-0.43	0.08	-74.38	49.23	-28.9	-0.32	0.17	-0.21	-16.74			
-0.72	-0.14	-0.14	-49.07	-55.69	17.94	-0.33	0.09	-0.18	-17			
-0.84	-0.47	-0.14	0.03	3.18	-35.09	-0.35	0.06	-0.11	-17			
-0.71	-0.45	-0.2	53.59	7.7	11.33	-0.35	0.1	-0.14	-17			
-0.85	-0.16	-0.22	32.59	33.99	5.21	-0.33	0.14	-0.19	-16.48			
-1.07	-0.46	0.14	1.11	-38.46	3.96	-0.33	0.13	-0.2	-16.22			
-0.8	-0.37	-0.02	81.1	22.12	35.87	-0.33	0.21	-0.19	-16.22			
-1.07	-0.29	0.07	61.99	18.27	-9.02	-0.29	0.26	-0.21	-16.22			
-0.73	-0.48	-0.1	2.62	2.3	13.28	-0.27	0.3	-0.18	-16.48			
-1.01	-0.4	-0.18	28.86	-9.14	-21.89	-0.26	0.33	-0.15	-16.22			
-0.71	-0.4	-0.19	88.13	32.19	21.11	-0.27	0.35	-0.07	-16.48			
-1.07	-0.13	0.02	95.07	46.3	-2.47	-0.24	0.38	0.02	-16.48			
-0.94	0	-0.04	31.51	3.07	9.82	-0.24	0.37	0.07	-16.74			
-0.98	-0.08	-0.19	-10.48	-15.99	-4.16	-0.24	0.37	0.07	-16.74			
-0.92	-0.16	-0.14	-37.56	-10.05	5.36	-0.23	0.39	0.07	-16.74			
-0.96	0.04	0.12	-166.59	1.72	-2.35	-0.23	0.4	-0.09	-16.48			
-1	-0.25	0.08	-132.44	-112.45	5.41	-0.27	0.31	-0.19	-16.22			
-0.8	-0.69	-0.18	-17.39	49.44	-42.55	-0.32	0.22	-0.18	-16.22			
-0.83	-0.35	-0.03	48.98	-18.1	9.92	-0.31	0.21	-0.21	-16.22			
